number,effect_name,batch_guess,family_guess,output_path,flat_browse_path,file_size_mb,marked_status,rating,notes
272,orbital_cutout_feedback,O_251_275,depth_cards_panels,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/272__orbital_cutout_feedback.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_272__orbital_cutout_feedback.mp4,8.26,,,
273,cellular_depth_collapse,O_251_275,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/273__cellular_depth_collapse.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_273__cellular_depth_collapse.mp4,16.36,,,
274,signal_paper_shredder,O_251_275,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/274__signal_paper_shredder.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_274__signal_paper_shredder.mp4,15.58,,,
275,final_nw_machine_composite,O_251_275,hybrid_composite,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/275__final_nw_machine_composite.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_275__final_nw_machine_composite.mp4,12.78,,,
276,source_texture_title_machine,P_276_300,macro_cave,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/276__source_texture_title_machine.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_276__source_texture_title_machine.mp4,52.18,,,
277,synthetic_matte_portal,P_276_300,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/277__synthetic_matte_portal.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_277__synthetic_matte_portal.mp4,11.97,,,
278,dual_source_orbit_reactor,P_276_300,depth_cards_panels,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/278__dual_source_orbit_reactor.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_278__dual_source_orbit_reactor.mp4,13.0,,,
279,brutalist_logo_wall,P_276_300,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/279__brutalist_logo_wall.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_279__brutalist_logo_wall.mp4,35.28,,,
280,feedback_glass_totem,P_276_300,fog_bloom_glass,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/280__feedback_glass_totem.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_280__feedback_glass_totem.mp4,28.11,,,
281,procedural_blob_signal_map,P_276_300,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/281__procedural_blob_signal_map.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_281__procedural_blob_signal_map.mp4,20.23,,,
282,motion_specimen_cards,P_276_300,depth_cards_panels,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/282__motion_specimen_cards.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_282__motion_specimen_cards.mp4,33.1,,,
283,contour_cutout_organism,P_276_300,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/283__contour_cutout_organism.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_283__contour_cutout_organism.mp4,2.79,,,
284,radial_ui_shutter_engine,P_276_300,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/284__radial_ui_shutter_engine.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_284__radial_ui_shutter_engine.mp4,50.37,,,
285,source_inside_black_sculpture,P_276_300,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/285__source_inside_black_sculpture.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_285__source_inside_black_sculpture.mp4,3.03,,,
286,temporal_reconstruction_table,P_276_300,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/286__temporal_reconstruction_table.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_286__temporal_reconstruction_table.mp4,42.05,,,
287,cross_source_memory_bloom,P_276_300,cloth_smear,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/287__cross_source_memory_bloom.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_287__cross_source_memory_bloom.mp4,6.08,,,
288,animated_mask_type_blocks,P_276_300,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/288__animated_mask_type_blocks.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_288__animated_mask_type_blocks.mp4,19.27,,,
289,mechanical_lens_stack,P_276_300,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/289__mechanical_lens_stack.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_289__mechanical_lens_stack.mp4,20.33,,,
290,edge_body_particle_room,P_276_300,dust_particles,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/290__edge_body_particle_room.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_290__edge_body_particle_room.mp4,24.81,,,
291,slab_window_depth_board,P_276_300,depth_cards_panels,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/291__slab_window_depth_board.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_291__slab_window_depth_board.mp4,22.99,,,
292,ink_matte_signal_diorama,P_276_300,fog_bloom_glass,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/292__ink_matte_signal_diorama.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_292__ink_matte_signal_diorama.mp4,13.69,,,
293,split_source_viewing_machine,P_276_300,hybrid_composite,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/293__split_source_viewing_machine.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_293__split_source_viewing_machine.mp4,8.05,,,
294,procedural_vortex_archive,P_276_300,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/294__procedural_vortex_archive.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_294__procedural_vortex_archive.mp4,11.53,,,
295,source_as_liquid_poster,P_276_300,liquid_refraction,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/295__source_as_liquid_poster.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_295__source_as_liquid_poster.mp4,33.72,,,
296,cutout_stage_feedback_loop,P_276_300,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/296__cutout_stage_feedback_loop.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_296__cutout_stage_feedback_loop.mp4,4.96,,,
297,solarized_specimen_grid,P_276_300,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/297__solarized_specimen_grid.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_297__solarized_specimen_grid.mp4,9.1,,,
298,kinetic_black_card_system,P_276_300,depth_cards_panels,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/298__kinetic_black_card_system.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_298__kinetic_black_card_system.mp4,2.06,,,
299,multi_source_signal_chapel,P_276_300,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/299__multi_source_signal_chapel.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_299__multi_source_signal_chapel.mp4,24.77,,,
300,final_pivot_machine_composite,P_276_300,hybrid_composite,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/300__final_pivot_machine_composite.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_300__final_pivot_machine_composite.mp4,46.61,,,
301,aperture_specimen_engine,Q_301_325,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/301__aperture_specimen_engine.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_301__aperture_specimen_engine.mp4,13.75,,,
302,kinetic_title_block_wall,Q_301_325,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/302__kinetic_title_block_wall.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_302__kinetic_title_block_wall.mp4,4.91,,,
303,source_texture_monoliths,Q_301_325,macro_cave,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/303__source_texture_monoliths.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_303__source_texture_monoliths.mp4,10.9,,,
304,dual_source_signal_orbits,Q_301_325,depth_cards_panels,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/304__dual_source_signal_orbits.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_304__dual_source_signal_orbits.mp4,22.4,,,
305,brutalist_cutout_rig,Q_301_325,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/305__brutalist_cutout_rig.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_305__brutalist_cutout_rig.mp4,13.53,,,
306,feedback_totem_columns,Q_301_325,depth_cards_panels,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/306__feedback_totem_columns.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_306__feedback_totem_columns.mp4,34.64,,,
307,synthetic_matte_diagram,Q_301_325,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/307__synthetic_matte_diagram.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_307__synthetic_matte_diagram.mp4,5.34,,,
308,scan_card_memory_board,Q_301_325,scan_waterfall,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/308__scan_card_memory_board.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_308__scan_card_memory_board.mp4,31.76,,,
309,mechanical_iris_reactor,Q_301_325,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/309__mechanical_iris_reactor.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_309__mechanical_iris_reactor.mp4,52.27,,,
310,black_void_texture_windows,Q_301_325,macro_cave,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/310__black_void_texture_windows.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_310__black_void_texture_windows.mp4,15.05,,,
311,ribbon_feedback_architecture,Q_301_325,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/311__ribbon_feedback_architecture.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_311__ribbon_feedback_architecture.mp4,11.93,,,
312,contact_sheet_depth_stack,Q_301_325,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/312__contact_sheet_depth_stack.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_312__contact_sheet_depth_stack.mp4,14.46,,,
313,edge_organism_chamber,Q_301_325,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/313__edge_organism_chamber.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_313__edge_organism_chamber.mp4,23.83,,,
314,animated_poster_machine,Q_301_325,hybrid_composite,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/314__animated_poster_machine.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_314__animated_poster_machine.mp4,25.06,,,
315,source_lens_burrow,Q_301_325,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/315__source_lens_burrow.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_315__source_lens_burrow.mp4,41.12,,,
316,signal_altar_cutups,Q_301_325,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/316__signal_altar_cutups.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_316__signal_altar_cutups.mp4,7.65,,,
317,floating_ui_specimens,Q_301_325,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/317__floating_ui_specimens.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_317__floating_ui_specimens.mp4,11.09,,,
318,shuttered_source_sarcophagus,Q_301_325,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/318__shuttered_source_sarcophagus.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_318__shuttered_source_sarcophagus.mp4,9.45,,,
319,liquid_cutout_lattice,Q_301_325,liquid_refraction,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/319__liquid_cutout_lattice.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_319__liquid_cutout_lattice.mp4,27.65,,,
320,split_source_stage_forms,Q_301_325,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/320__split_source_stage_forms.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_320__split_source_stage_forms.mp4,14.37,,,
321,contour_memory_sculpture,Q_301_325,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/321__contour_memory_sculpture.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_321__contour_memory_sculpture.mp4,28.44,,,
322,parallax_card_tunnel,Q_301_325,depth_cards_panels,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/322__parallax_card_tunnel.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_322__parallax_card_tunnel.mp4,11.95,,,
323,procedural_window_swarm,Q_301_325,depth_cards_panels,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/323__procedural_window_swarm.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_323__procedural_window_swarm.mp4,15.35,,,
324,void_machine_feedback_grid,Q_301_325,hybrid_composite,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/324__void_machine_feedback_grid.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_324__void_machine_feedback_grid.mp4,16.69,,,
325,final_q_structure_composite,Q_301_325,hybrid_composite,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/325__final_q_structure_composite.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_325__final_q_structure_composite.mp4,43.4,,,
326,floating_depth_gallery,R_326_350,depth_cards_panels,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/326__floating_depth_gallery.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_326__floating_depth_gallery.mp4,10.98,,,
327,z_space_specimen_cards,R_326_350,depth_cards_panels,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/327__z_space_specimen_cards.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_327__z_space_specimen_cards.mp4,11.75,,,
328,black_stage_parallax_slabs,R_326_350,depth_cards_panels,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/328__black_stage_parallax_slabs.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_328__black_stage_parallax_slabs.mp4,6.55,,,
329,soft_shadow_video_totem,R_326_350,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/329__soft_shadow_video_totem.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_329__soft_shadow_video_totem.mp4,15.65,,,
330,aperture_tunnel_diorama,T_330_400_PIVOT,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/330__aperture_tunnel_diorama.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_330__aperture_tunnel_diorama.mp4,28.97,,,
330,luma_terrain_lift_pivot,T_330_400_PIVOT,terrain_relief,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/330__luma_terrain_lift_pivot.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_330__luma_terrain_lift_pivot.mp4,17.08,,,
331,liquid_wall_reveal_pivot,T_330_400_PIVOT,liquid_refraction,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/331__liquid_wall_reveal_pivot.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_331__liquid_wall_reveal_pivot.mp4,4.1,,,
331,tilted_floor_projection_room,T_330_400_PIVOT,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/331__tilted_floor_projection_room.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_331__tilted_floor_projection_room.mp4,6.22,,,
332,rotating_card_orbit,T_330_400_PIVOT,depth_cards_panels,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/332__rotating_card_orbit.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_332__rotating_card_orbit.mp4,1.21,,,
332,shadow_puppet_depth_stage_pivot,T_330_400_PIVOT,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/332__shadow_puppet_depth_stage_pivot.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_332__shadow_puppet_depth_stage_pivot.mp4,3.12,,,
333,deep_window_chamber,T_330_400_PIVOT,depth_cards_panels,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/333__deep_window_chamber.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_333__deep_window_chamber.mp4,24.45,,,
333,single_monolith_projection_pivot,T_330_400_PIVOT,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/333__single_monolith_projection_pivot.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_333__single_monolith_projection_pivot.mp4,0.99,,,
334,folded_screen_relic,T_330_400_PIVOT,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/334__folded_screen_relic.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_334__folded_screen_relic.mp4,5.49,,,
334,topographic_pulse_relief_pivot,T_330_400_PIVOT,terrain_relief,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/334__topographic_pulse_relief_pivot.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_334__topographic_pulse_relief_pivot.mp4,8.69,,,
335,glass_case_memory_box,T_330_400_PIVOT,fog_bloom_glass,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/335__glass_case_memory_box.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_335__glass_case_memory_box.mp4,9.29,,,
335,vertical_scan_architecture_pivot,T_330_400_PIVOT,scan_waterfall,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/335__vertical_scan_architecture_pivot.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_335__vertical_scan_architecture_pivot.mp4,13.34,,,
336,fogged_glass_memory_pane_pivot,T_330_400_PIVOT,fog_bloom_glass,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/336__fogged_glass_memory_pane_pivot.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_336__fogged_glass_memory_pane_pivot.mp4,10.44,,,
336,source_texture_architecture,T_330_400_PIVOT,macro_cave,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/336__source_texture_architecture.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_336__source_texture_architecture.mp4,7.29,,,
337,depth_rail_contact_sheets,T_330_400_PIVOT,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/337__depth_rail_contact_sheets.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_337__depth_rail_contact_sheets.mp4,18.88,,,
337,macro_material_tunnel_pivot,T_330_400_PIVOT,macro_cave,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/337__macro_material_tunnel_pivot.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_337__macro_material_tunnel_pivot.mp4,14.1,,,
338,cinematic_void_cards,T_330_400_PIVOT,depth_cards_panels,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/338__cinematic_void_cards.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_338__cinematic_void_cards.mp4,8.05,,,
338,paper_fold_perspective_pivot,T_330_400_PIVOT,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/338__paper_fold_perspective_pivot.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_338__paper_fold_perspective_pivot.mp4,7.52,,,
339,perspective_grid_signal_table,T_330_400_PIVOT,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/339__perspective_grid_signal_table.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_339__perspective_grid_signal_table.mp4,6.07,,,
339,silhouette_cutout_theater_pivot,T_330_400_PIVOT,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/339__silhouette_cutout_theater_pivot.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_339__silhouette_cutout_theater_pivot.mp4,0.11,,,
340,hologram_shadow_planes,T_330_400_PIVOT,shadow_contour,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/340__hologram_shadow_planes.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_340__hologram_shadow_planes.mp4,1.66,,,
341,split_depth_gallery_wall,T_330_400_PIVOT,depth_cards_panels,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/341__split_depth_gallery_wall.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_341__split_depth_gallery_wall.mp4,12.93,,,
342,nested_frame_observatory,T_330_400_PIVOT,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/342__nested_frame_observatory.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_342__nested_frame_observatory.mp4,6.29,,,
343,slow_push_specimen_tower,T_330_400_PIVOT,uncategorized,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/343__slow_push_specimen_tower.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_343__slow_push_specimen_tower.mp4,12.84,,,
344,floating_label_machine,T_330_400_PIVOT,hybrid_composite,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/________My Blender Library/video_conversion_lab/outputs/344__floating_label_machine.mp4,/Volumes/noixzy T5 EVO SSD/ASSET LIBRARY/______newDemo Renders/VCL_344__floating_label_machine.mp4,10.93,,,
